"Word"	"dlugosc"	"FreqSum"	" X"	" XX"
"li"	8	4	" 1.36E-06"	1
"ć"	13	4	" 1.36E-06"	1
"a"	11	4	" 1.36E-06"	1
"a"	11	4	" 1.36E-06"	1
"ek"	9	4	" 1.36E-06"	1
"rz"	8	4	" 1.36E-06"	1
"m"	13	4	" 1.36E-06"	1
"y"	10	4	" 1.36E-06"	1
"sily"	4	4	" 1.36E-06"	1
"nt"	6	4	" 1.36E-06"	1
"ha"	9	4	" 1.36E-06"	1
"j"	12	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"ia"	6	4	" 1.36E-06"	1
"mi"	9	4	" 1.36E-06"	1
"o"	10	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"ę"	10	4	" 1.36E-06"	1
"m"	11	4	" 1.36E-06"	1
"w"	13	4	" 1.36E-06"	1
"a"	13	4	" 1.36E-06"	1
"ny"	8	4	" 1.36E-06"	1
"iu"	8	4	" 1.36E-06"	1
"e"	12	4	" 1.36E-06"	1
"u"	14	4	" 1.36E-06"	1
"ży"	7	4	" 1.36E-06"	1
"ck"	7	4	" 1.36E-06"	1
"m"	14	4	" 1.36E-06"	1
"li"	9	4	" 1.36E-06"	1
"tą"	7	4	" 1.36E-06"	1
"ze"	8	4	" 1.36E-06"	1
"ak"	3	4	" 1.36E-06"	1
"e"	14	4	" 1.36E-06"	1
"y"	13	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"we"	8	4	" 1.36E-06"	1
"wi"	9	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"a"	11	4	" 1.36E-06"	1
"y"	11	4	" 1.36E-06"	1
"li"	7	4	" 1.36E-06"	1
"y"	10	4	" 1.36E-06"	1
"ga"	7	4	" 1.36E-06"	1
"we"	8	4	" 1.36E-06"	1
"it"	3	4	" 1.36E-06"	1
"a"	12	4	" 1.36E-06"	1
"ił"	7	4	" 1.36E-06"	1
"ść"	8	4	" 1.36E-06"	1
"a"	11	4	" 1.36E-06"	1
"h"	14	4	" 1.36E-06"	1
"ch"	9	4	" 1.36E-06"	1
"o"	12	4	" 1.36E-06"	1
"ie"	9	4	" 1.36E-06"	1
"ej"	9	4	" 1.36E-06"	1
"cy"	7	4	" 1.36E-06"	1
"c"	13	4	" 1.36E-06"	1
"je"	9	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"in"	6	4	" 1.36E-06"	1
"m"	12	4	" 1.36E-06"	1
"ę"	14	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"em"	8	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"o"	16	4	" 1.36E-06"	1
"ię"	5	4	" 1.36E-06"	1
"ii"	8	4	" 1.36E-06"	1
"ąc"	8	4	" 1.36E-06"	1
"ło"	7	4	" 1.36E-06"	1
"ie"	6	4	" 1.36E-06"	1
"rm"	3	4	" 1.36E-06"	1
"e"	11	4	" 1.36E-06"	1
"ch"	8	4	" 1.36E-06"	1
"ąb"	3	4	" 1.36E-06"	1
"ch"	9	4	" 1.36E-06"	1
"m"	14	4	" 1.36E-06"	1
"ał"	7	4	" 1.36E-06"	1
"ka"	9	4	" 1.36E-06"	1
"ać"	9	4	" 1.36E-06"	1
"cy"	5	4	" 1.36E-06"	1
"e"	12	4	" 1.36E-06"	1
"je"	9	4	" 1.36E-06"	1
"i"	13	4	" 1.36E-06"	1
"om"	8	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"e"	12	4	" 1.36E-06"	1
"ie"	7	4	" 1.36E-06"	1
"mł"	2	4	" 1.36E-06"	1
"na"	6	4	" 1.36E-06"	1
"ie"	9	4	" 1.36E-06"	1
"wi"	8	4	" 1.36E-06"	1
"ić"	8	4	" 1.36E-06"	1
"je"	9	4	" 1.36E-06"	1
"ie"	9	4	" 1.36E-06"	1
"ą"	10	4	" 1.36E-06"	1
"i"	13	4	" 1.36E-06"	1
"ki"	7	4	" 1.36E-06"	1
"na"	9	4	" 1.36E-06"	1
"ąc"	8	4	" 1.36E-06"	1
"o"	17	4	" 1.36E-06"	1
"ań"	7	4	" 1.36E-06"	1
"h"	21	4	" 1.36E-06"	1
"en"	8	4	" 1.36E-06"	1
"ow"	6	4	" 1.36E-06"	1
"go"	8	4	" 1.36E-06"	1
"i"	11	4	" 1.36E-06"	1
"ę"	10	4	" 1.36E-06"	1
"ów"	8	4	" 1.36E-06"	1
"y"	10	4	" 1.36E-06"	1
"łąka"	4	4	" 1.36E-06"	1
"ia"	5	4	" 1.36E-06"	1
"y"	13	4	" 1.36E-06"	1
"rz"	6	4	" 1.36E-06"	1
"ec"	7	4	" 1.36E-06"	1
"wrót"	4	4	" 1.36E-06"	1
"ie"	9	4	" 1.36E-06"	1
"u"	12	4	" 1.36E-06"	1
"ie"	7	4	" 1.36E-06"	1
"ku"	6	4	" 1.36E-06"	1
"h"	10	4	" 1.36E-06"	1
"y"	11	4	" 1.36E-06"	1
"ne"	6	4	" 1.36E-06"	1
"ne"	8	4	" 1.36E-06"	1
"e"	16	4	" 1.36E-06"	1
"ch"	9	4	" 1.36E-06"	1
"ek"	8	4	" 1.36E-06"	1
"ny"	7	4	" 1.36E-06"	1
"da"	5	4	" 1.36E-06"	1
"ie"	9	4	" 1.36E-06"	1
"kę"	8	4	" 1.36E-06"	1
"ne"	9	4	" 1.36E-06"	1
"e"	11	4	" 1.36E-06"	1
"ol"	8	4	" 1.36E-06"	1
"le"	8	4	" 1.36E-06"	1
"am"	9	4	" 1.36E-06"	1
"ia"	7	4	" 1.36E-06"	1
"y"	10	4	" 1.36E-06"	1
"y"	11	4	" 1.36E-06"	1
"wy"	7	4	" 1.36E-06"	1
"a"	13	4	" 1.36E-06"	1
"wą"	8	4	" 1.36E-06"	1
"ki"	9	4	" 1.36E-06"	1
"ę"	11	4	" 1.36E-06"	1
"e"	14	4	" 1.36E-06"	1
"łą"	8	4	" 1.36E-06"	1
"lą"	6	4	" 1.36E-06"	1
"u"	11	4	" 1.36E-06"	1
"m"	13	4	" 1.36E-06"	1
"j"	12	4	" 1.36E-06"	1
"ch"	9	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"h"	14	4	" 1.36E-06"	1
"a"	12	4	" 1.36E-06"	1
"wi"	8	4	" 1.36E-06"	1
"ę"	10	4	" 1.36E-06"	1
"ga"	6	4	" 1.36E-06"	1
"we"	7	4	" 1.36E-06"	1
"ks"	9	4	" 1.36E-06"	1
"e"	12	4	" 1.36E-06"	1
"my"	5	4	" 1.36E-06"	1
"ru"	5	4	" 1.36E-06"	1
"ła"	7	4	" 1.36E-06"	1
"e"	13	4	" 1.36E-06"	1
"ki"	9	4	" 1.36E-06"	1
"m"	10	4	" 1.36E-06"	1
"i"	11	4	" 1.36E-06"	1
"ne"	6	4	" 1.36E-06"	1
"ów"	8	4	" 1.36E-06"	1
"na"	9	4	" 1.36E-06"	1
"wi"	8	4	" 1.36E-06"	1
"ł"	12	4	" 1.36E-06"	1
"m"	13	4	" 1.36E-06"	1
"m"	14	4	" 1.36E-06"	1
"tu"	6	4	" 1.36E-06"	1
"o"	10	4	" 1.36E-06"	1
"ka"	6	4	" 1.36E-06"	1
"wą"	5	4	" 1.36E-06"	1
"aa"	3	4	" 1.36E-06"	1
"y"	10	4	" 1.36E-06"	1
"a"	11	4	" 1.36E-06"	1
"ycki"	4	4	" 1.36E-06"	1
"i"	10	4	" 1.36E-06"	1
"of"	9	4	" 1.36E-06"	1
"cy"	5	4	" 1.36E-06"	1
"z"	14	4	" 1.36E-06"	1
"em"	9	4	" 1.36E-06"	1
"ły"	9	4	" 1.36E-06"	1
"lę"	5	4	" 1.36E-06"	1
"ej"	9	4	" 1.36E-06"	1
"ty"	6	4	" 1.36E-06"	1
"y"	10	4	" 1.36E-06"	1
"ać"	8	4	" 1.36E-06"	1
"om"	9	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"es"	8	4	" 1.36E-06"	1
"in"	7	4	" 1.36E-06"	1
"ia"	7	4	" 1.36E-06"	1
"dz"	9	4	" 1.36E-06"	1
"my"	9	4	" 1.36E-06"	1
"ad"	7	4	" 1.36E-06"	1
"ie"	8	4	" 1.36E-06"	1
"o"	10	4	" 1.36E-06"	1
"o"	16	4	" 1.36E-06"	1
"ał"	9	4	" 1.36E-06"	1
"ów"	5	4	" 1.36E-06"	1
"ie"	7	4	" 1.36E-06"	1
"ak"	6	4	" 1.36E-06"	1
"ow"	8	4	" 1.36E-06"	1
"ad"	5	4	" 1.36E-06"	1
"ny"	8	4	" 1.36E-06"	1
"i"	15	4	" 1.36E-06"	1
"em"	6	4	" 1.36E-06"	1
"ur"	6	4	" 1.36E-06"	1
"ą"	10	4	" 1.36E-06"	1
"o"	14	4	" 1.36E-06"	1
"im"	3	4	" 1.36E-06"	1
"ik"	7	4	" 1.36E-06"	1
"ch"	9	4	" 1.36E-06"	1
"at"	5	4	" 1.36E-06"	1
"łą"	6	4	" 1.36E-06"	1
"a"	11	4	" 1.36E-06"	1
"i"	11	4	" 1.36E-06"	1
"ns"	7	4	" 1.36E-06"	1
"ta"	6	4	" 1.36E-06"	1
"ką"	8	4	" 1.36E-06"	1
"ty"	7	4	" 1.36E-06"	1
"cy"	6	4	" 1.36E-06"	1
"y"	10	4	" 1.36E-06"	1
"i"	11	4	" 1.36E-06"	1
"h"	13	4	" 1.36E-06"	1
"ra"	7	4	" 1.36E-06"	1
"ce"	7	4	" 1.36E-06"	1
"ek"	6	4	" 1.36E-06"	1
"o"	12	4	" 1.36E-06"	1
"mi"	6	4	" 1.36E-06"	1
"a"	11	4	" 1.36E-06"	1
"in"	8	4	" 1.36E-06"	1
"ły"	8	4	" 1.36E-06"	1
"j"	11	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"em"	9	4	" 1.36E-06"	1
"c"	10	4	" 1.36E-06"	1
"m"	12	4	" 1.36E-06"	1
"udaj"	4	4	" 1.36E-06"	1
"ne"	7	4	" 1.36E-06"	1
"m"	12	4	" 1.36E-06"	1
"in"	9	4	" 1.36E-06"	1
"e"	11	4	" 1.36E-06"	1
"cą"	8	4	" 1.36E-06"	1
"an"	6	4	" 1.36E-06"	1
"yn"	7	4	" 1.36E-06"	1
"n"	10	4	" 1.36E-06"	1
"ci"	8	4	" 1.36E-06"	1
"em"	9	4	" 1.36E-06"	1
"ek"	7	4	" 1.36E-06"	1
"cu"	7	4	" 1.36E-06"	1
"h"	11	4	" 1.36E-06"	1
"rą"	6	4	" 1.36E-06"	1
"em"	9	4	" 1.36E-06"	1
"ą"	12	4	" 1.36E-06"	1
"mi"	7	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"em"	9	4	" 1.36E-06"	1
"joan"	4	4	" 1.36E-06"	1
"kurz"	4	4	" 1.36E-06"	1
"zą"	6	4	" 1.36E-06"	1
"ał"	6	4	" 1.36E-06"	1
"e"	11	4	" 1.36E-06"	1
"my"	7	4	" 1.36E-06"	1
"ch"	7	4	" 1.36E-06"	1
"h"	11	4	" 1.36E-06"	1
"h"	13	4	" 1.36E-06"	1
"ur"	6	4	" 1.36E-06"	1
"ca"	6	4	" 1.36E-06"	1
"lili"	4	4	" 1.36E-06"	1
"ą"	10	4	" 1.36E-06"	1
"m"	14	4	" 1.36E-06"	1
"e"	13	4	" 1.36E-06"	1
"im"	5	4	" 1.36E-06"	1
"ła"	5	4	" 1.36E-06"	1
"ły"	8	4	" 1.36E-06"	1
"ąc"	9	4	" 1.36E-06"	1
"ę"	13	4	" 1.36E-06"	1
"e"	11	4	" 1.36E-06"	1
"dy"	7	4	" 1.36E-06"	1
"o"	13	4	" 1.36E-06"	1
"ie"	9	4	" 1.36E-06"	1
"ka"	7	4	" 1.36E-06"	1
"ki"	6	4	" 1.36E-06"	1
"k"	10	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"da"	7	4	" 1.36E-06"	1
"an"	7	4	" 1.36E-06"	1
"i"	10	4	" 1.36E-06"	1
"eć"	8	4	" 1.36E-06"	1
"i"	11	4	" 1.36E-06"	1
"ne"	9	4	" 1.36E-06"	1
"ne"	9	4	" 1.36E-06"	1
"y"	13	4	" 1.36E-06"	1
"ce"	9	4	" 1.36E-06"	1
"ek"	7	4	" 1.36E-06"	1
"ce"	6	4	" 1.36E-06"	1
"ej"	8	4	" 1.36E-06"	1
"m"	15	4	" 1.36E-06"	1
"i"	14	4	" 1.36E-06"	1
"ka"	8	4	" 1.36E-06"	1
"m"	10	4	" 1.36E-06"	1
"ąc"	8	4	" 1.36E-06"	1
"a"	11	4	" 1.36E-06"	1
"ła"	9	4	" 1.36E-06"	1
"e"	12	4	" 1.36E-06"	1
"on"	7	4	" 1.36E-06"	1
"m"	13	4	" 1.36E-06"	1
"i"	11	4	" 1.36E-06"	1
"ł"	11	4	" 1.36E-06"	1
"h"	10	4	" 1.36E-06"	1
"s"	10	4	" 1.36E-06"	1
"o"	14	4	" 1.36E-06"	1
"w"	11	4	" 1.36E-06"	1
"by"	7	4	" 1.36E-06"	1
"u"	11	4	" 1.36E-06"	1
"m"	13	4	" 1.36E-06"	1
"ow"	6	4	" 1.36E-06"	1
"e"	12	4	" 1.36E-06"	1
"dy"	5	4	" 1.36E-06"	1
"my"	8	4	" 1.36E-06"	1
"u"	11	4	" 1.36E-06"	1
"o"	11	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"kę"	6	4	" 1.36E-06"	1
"a"	13	4	" 1.36E-06"	1
"cz"	7	4	" 1.36E-06"	1
"j"	10	4	" 1.36E-06"	1
"za"	5	4	" 1.36E-06"	1
"ra"	6	4	" 1.36E-06"	1
"ka"	5	4	" 1.36E-06"	1
"j"	14	4	" 1.36E-06"	1
"i"	10	4	" 1.36E-06"	1
"om"	8	4	" 1.36E-06"	1
"j"	10	4	" 1.36E-06"	1
"a"	11	4	" 1.36E-06"	1
"ra"	7	4	" 1.36E-06"	1
"o"	15	4	" 1.36E-06"	1
"o"	14	4	" 1.36E-06"	1
"ek"	5	4	" 1.36E-06"	1
"ch"	8	4	" 1.36E-06"	1
"ną"	9	4	" 1.36E-06"	1
"ie"	8	4	" 1.36E-06"	1
"ba"	5	4	" 1.36E-06"	1
"o"	11	4	" 1.36E-06"	1
"ej"	9	4	" 1.36E-06"	1
"o"	12	4	" 1.36E-06"	1
"ca"	9	4	" 1.36E-06"	1
"herb"	4	4	" 1.36E-06"	1
"ap"	3	4	" 1.36E-06"	1
"ns"	7	4	" 1.36E-06"	1
"ło"	9	4	" 1.36E-06"	1
"ty"	5	4	" 1.36E-06"	1
"wo"	7	4	" 1.36E-06"	1
"a"	11	4	" 1.36E-06"	1
"ło"	7	4	" 1.36E-06"	1
"li"	7	4	" 1.36E-06"	1
"cą"	6	4	" 1.36E-06"	1
"ie"	8	4	" 1.36E-06"	1
"o"	13	4	" 1.36E-06"	1
"we"	9	4	" 1.36E-06"	1
"ać"	8	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"ej"	3	4	" 1.36E-06"	1
"ki"	7	4	" 1.36E-06"	1
"ą"	10	4	" 1.36E-06"	1
"lupo"	4	4	" 1.36E-06"	1
"a"	12	4	" 1.36E-06"	1
"j"	14	4	" 1.36E-06"	1
"ąc"	7	4	" 1.36E-06"	1
"cy"	5	4	" 1.36E-06"	1
"in"	6	4	" 1.36E-06"	1
"ie"	8	4	" 1.36E-06"	1
"o"	11	4	" 1.36E-06"	1
"k"	11	4	" 1.36E-06"	1
"ie"	9	4	" 1.36E-06"	1
"no"	8	4	" 1.36E-06"	1
"e"	15	4	" 1.36E-06"	1
"ą"	11	4	" 1.36E-06"	1
"zu"	8	4	" 1.36E-06"	1
"wa"	8	4	" 1.36E-06"	1
"o"	12	4	" 1.36E-06"	1
"mi"	8	4	" 1.36E-06"	1
"li"	6	4	" 1.36E-06"	1
"ie"	7	4	" 1.36E-06"	1
"om"	8	4	" 1.36E-06"	1
"i"	12	4	" 1.36E-06"	1
"ta"	9	4	" 1.36E-06"	1
"la"	5	4	" 1.36E-06"	1
"ir"	5	4	" 1.36E-06"	1
"cy"	8	4	" 1.36E-06"	1
"ia"	7	4	" 1.36E-06"	1
"ą"	14	4	" 1.36E-06"	1
"h"	11	4	" 1.36E-06"	1
"i"	10	4	" 1.36E-06"	1
"u"	10	4	" 1.36E-06"	1
"a"	13	4	" 1.36E-06"	1
"ć"	13	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"a"	12	4	" 1.36E-06"	1
"on"	9	4	" 1.36E-06"	1
"mi"	8	4	" 1.36E-06"	1
"u"	14	4	" 1.36E-06"	1
"y"	11	4	" 1.36E-06"	1
"ą"	13	4	" 1.36E-06"	1
"a"	15	4	" 1.36E-06"	1
"tę"	6	4	" 1.36E-06"	1
"ą"	10	4	" 1.36E-06"	1
"h"	13	4	" 1.36E-06"	1
"h"	13	4	" 1.36E-06"	1
"ne"	9	4	" 1.36E-06"	1
"u"	10	4	" 1.36E-06"	1
"ce"	7	4	" 1.36E-06"	1
"vike"	4	4	" 1.36E-06"	1
"e"	16	4	" 1.36E-06"	1
"is"	5	4	" 1.36E-06"	1
"wa"	5	4	" 1.36E-06"	1
"i"	12	4	" 1.36E-06"	1
"u"	13	4	" 1.36E-06"	1
"ch"	6	4	" 1.36E-06"	1
"do"	8	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"ym"	9	4	" 1.36E-06"	1
"za"	9	4	" 1.36E-06"	1
"ec"	8	4	" 1.36E-06"	1
"ne"	5	4	" 1.36E-06"	1
"m"	12	4	" 1.36E-06"	1
"ów"	9	4	" 1.36E-06"	1
"m"	11	4	" 1.36E-06"	1
"ą"	13	4	" 1.36E-06"	1
"ąc"	6	4	" 1.36E-06"	1
"ów"	7	4	" 1.36E-06"	1
"gi"	9	4	" 1.36E-06"	1
"om"	7	4	" 1.36E-06"	1
"ik"	5	4	" 1.36E-06"	1
"ły"	9	4	" 1.36E-06"	1
"rn"	7	4	" 1.36E-06"	1
"i"	11	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"m"	10	4	" 1.36E-06"	1
"ch"	8	4	" 1.36E-06"	1
"yk"	8	4	" 1.36E-06"	1
"ia"	6	4	" 1.36E-06"	1
"na"	9	4	" 1.36E-06"	1
"em"	6	4	" 1.36E-06"	1
"j"	10	4	" 1.36E-06"	1
"h"	10	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"u"	10	4	" 1.36E-06"	1
"ej"	8	4	" 1.36E-06"	1
"ch"	6	4	" 1.36E-06"	1
"i"	12	4	" 1.36E-06"	1
"ca"	8	4	" 1.36E-06"	1
"snap"	4	4	" 1.36E-06"	1
"ol"	6	4	" 1.36E-06"	1
"y"	11	4	" 1.36E-06"	1
"ys"	7	4	" 1.36E-06"	1
"je"	5	4	" 1.36E-06"	1
"o"	12	4	" 1.36E-06"	1
"ne"	8	4	" 1.36E-06"	1
"ia"	9	4	" 1.36E-06"	1
"m"	12	4	" 1.36E-06"	1
"m"	11	4	" 1.36E-06"	1
"ty"	9	4	" 1.36E-06"	1
"ąc"	7	4	" 1.36E-06"	1
"h"	11	4	" 1.36E-06"	1
"a"	13	4	" 1.36E-06"	1
"es"	8	4	" 1.36E-06"	1
"m"	10	4	" 1.36E-06"	1
"my"	9	4	" 1.36E-06"	1
"ir"	7	4	" 1.36E-06"	1
"we"	7	4	" 1.36E-06"	1
"ja"	7	4	" 1.36E-06"	1
"h"	13	4	" 1.36E-06"	1
"ć"	12	4	" 1.36E-06"	1
"rk"	7	4	" 1.36E-06"	1
"er"	6	4	" 1.36E-06"	1
"ff"	2	4	" 1.36E-06"	1
"ym"	7	4	" 1.36E-06"	1
"j"	15	4	" 1.36E-06"	1
"ni"	6	4	" 1.36E-06"	1
"a"	14	4	" 1.36E-06"	1
"o"	13	4	" 1.36E-06"	1
"ra"	8	4	" 1.36E-06"	1
"ał"	7	4	" 1.36E-06"	1
"na"	6	4	" 1.36E-06"	1
"h"	12	4	" 1.36E-06"	1
"ą"	10	4	" 1.36E-06"	1
"ol"	5	4	" 1.36E-06"	1
"m"	12	4	" 1.36E-06"	1
"ra"	7	4	" 1.36E-06"	1
"ge"	8	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"ch"	8	4	" 1.36E-06"	1
"h"	10	4	" 1.36E-06"	1
"h"	10	4	" 1.36E-06"	1
"ki"	6	4	" 1.36E-06"	1
"arką"	4	4	" 1.36E-06"	1
"er"	6	4	" 1.36E-06"	1
"el"	6	4	" 1.36E-06"	1
"j"	15	4	" 1.36E-06"	1
"ą"	11	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"cą"	6	4	" 1.36E-06"	1
"o"	12	4	" 1.36E-06"	1
"ek"	7	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"a"	12	4	" 1.36E-06"	1
"i"	10	4	" 1.36E-06"	1
"j"	10	4	" 1.36E-06"	1
"ąć"	5	4	" 1.36E-06"	1
"i"	11	4	" 1.36E-06"	1
"j"	10	4	" 1.36E-06"	1
"y"	11	4	" 1.36E-06"	1
"ny"	6	4	" 1.36E-06"	1
"m"	11	4	" 1.36E-06"	1
"c"	11	4	" 1.36E-06"	1
"h"	10	4	" 1.36E-06"	1
"avon"	4	4	" 1.36E-06"	1
"on"	8	4	" 1.36E-06"	1
"a"	13	4	" 1.36E-06"	1
"ty"	7	4	" 1.36E-06"	1
"ms"	5	4	" 1.36E-06"	1
"al"	7	4	" 1.36E-06"	1
"mi"	9	4	" 1.36E-06"	1
"u"	12	4	" 1.36E-06"	1
"e"	11	4	" 1.36E-06"	1
"ka"	6	4	" 1.36E-06"	1
"w"	11	4	" 1.36E-06"	1
"ło"	9	4	" 1.36E-06"	1
"rs"	8	4	" 1.36E-06"	1
"ki"	5	4	" 1.36E-06"	1
"em"	7	4	" 1.36E-06"	1
"ła"	8	4	" 1.36E-06"	1
"ej"	8	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"be"	5	4	" 1.36E-06"	1
"h"	11	4	" 1.36E-06"	1
"ilia"	4	4	" 1.36E-06"	1
"ce"	7	4	" 1.36E-06"	1
"ne"	6	4	" 1.36E-06"	1
"as"	3	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"u"	17	4	" 1.36E-06"	1
"na"	9	4	" 1.36E-06"	1
"a"	13	4	" 1.36E-06"	1
"ie"	9	4	" 1.36E-06"	1
"ą"	11	4	" 1.36E-06"	1
"ji"	9	4	" 1.36E-06"	1
"ze"	8	4	" 1.36E-06"	1
"ło"	9	4	" 1.36E-06"	1
"ej"	8	4	" 1.36E-06"	1
"łą"	9	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"ło"	6	4	" 1.36E-06"	1
"ów"	7	4	" 1.36E-06"	1
"om"	6	4	" 1.36E-06"	1
"ą"	13	4	" 1.36E-06"	1
"ii"	6	4	" 1.36E-06"	1
"a"	13	4	" 1.36E-06"	1
"ą"	10	4	" 1.36E-06"	1
"an"	6	4	" 1.36E-06"	1
"e"	14	4	" 1.36E-06"	1
"ya"	8	4	" 1.36E-06"	1
"m"	11	4	" 1.36E-06"	1
"ni"	8	4	" 1.36E-06"	1
"m"	13	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"ki"	9	4	" 1.36E-06"	1
"o"	10	4	" 1.36E-06"	1
"as"	6	4	" 1.36E-06"	1
"sane"	4	4	" 1.36E-06"	1
"ch"	7	4	" 1.36E-06"	1
"tt"	5	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"ru"	6	4	" 1.36E-06"	1
"z"	11	4	" 1.36E-06"	1
"ze"	6	4	" 1.36E-06"	1
"ł"	10	4	" 1.36E-06"	1
"ie"	7	4	" 1.36E-06"	1
"ny"	9	4	" 1.36E-06"	1
"ie"	6	4	" 1.36E-06"	1
"g"	11	4	" 1.36E-06"	1
"ły"	8	4	" 1.36E-06"	1
"a"	11	4	" 1.36E-06"	1
"j"	10	4	" 1.36E-06"	1
"mi"	9	4	" 1.36E-06"	1
"i"	12	4	" 1.36E-06"	1
"gu"	8	4	" 1.36E-06"	1
"ką"	5	4	" 1.36E-06"	1
"ow"	8	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"ki"	9	4	" 1.36E-06"	1
"ni"	6	4	" 1.36E-06"	1
"zm"	3	4	" 1.36E-06"	1
"na"	7	4	" 1.36E-06"	1
"h"	13	4	" 1.36E-06"	1
"e"	13	4	" 1.36E-06"	1
"sz"	6	4	" 1.36E-06"	1
"mi"	8	4	" 1.36E-06"	1
"ik"	9	4	" 1.36E-06"	1
"h"	11	4	" 1.36E-06"	1
"ik"	7	4	" 1.36E-06"	1
"h"	10	4	" 1.36E-06"	1
"ch"	8	4	" 1.36E-06"	1
"ym"	9	4	" 1.36E-06"	1
"m"	15	4	" 1.36E-06"	1
"ym"	8	4	" 1.36E-06"	1
"na"	9	4	" 1.36E-06"	1
"zą"	8	4	" 1.36E-06"	1
"ąc"	9	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"j"	10	4	" 1.36E-06"	1
"ką"	8	4	" 1.36E-06"	1
"o"	12	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"ć"	10	4	" 1.36E-06"	1
"o"	13	4	" 1.36E-06"	1
"ka"	5	4	" 1.36E-06"	1
"ki"	8	4	" 1.36E-06"	1
"h"	11	4	" 1.36E-06"	1
"aj"	7	4	" 1.36E-06"	1
"sa"	6	4	" 1.36E-06"	1
"j"	13	4	" 1.36E-06"	1
"ąć"	7	4	" 1.36E-06"	1
"go"	7	4	" 1.36E-06"	1
"ek"	6	4	" 1.36E-06"	1
"ch"	6	4	" 1.36E-06"	1
"boss"	4	4	" 1.36E-06"	1
"ci"	7	4	" 1.36E-06"	1
"ek"	5	4	" 1.36E-06"	1
"la"	6	4	" 1.36E-06"	1
"go"	7	4	" 1.36E-06"	1
"er"	7	4	" 1.36E-06"	1
"limy"	4	4	" 1.36E-06"	1
"j"	13	4	" 1.36E-06"	1
"ch"	9	4	" 1.36E-06"	1
"y"	11	4	" 1.36E-06"	1
"an"	5	4	" 1.36E-06"	1
"iu"	8	4	" 1.36E-06"	1
"je"	7	4	" 1.36E-06"	1
"ut"	5	4	" 1.36E-06"	1
"sz"	8	4	" 1.36E-06"	1
"cy"	7	4	" 1.36E-06"	1
"ra"	7	4	" 1.36E-06"	1
"h"	13	4	" 1.36E-06"	1
"th"	9	4	" 1.36E-06"	1
"j"	12	4	" 1.36E-06"	1
"ię"	8	4	" 1.36E-06"	1
"e"	11	4	" 1.36E-06"	1
"ra"	7	4	" 1.36E-06"	1
"ły"	8	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"to"	6	4	" 1.36E-06"	1
"ny"	9	4	" 1.36E-06"	1
"dą"	7	4	" 1.36E-06"	1
"i"	10	4	" 1.36E-06"	1
"ie"	6	4	" 1.36E-06"	1
"h"	12	4	" 1.36E-06"	1
"li"	9	4	" 1.36E-06"	1
"gu"	9	4	" 1.36E-06"	1
"jawi"	4	4	" 1.36E-06"	1
"bl"	6	4	" 1.36E-06"	1
"ły"	7	4	" 1.36E-06"	1
"ne"	9	4	" 1.36E-06"	1
"eć"	7	4	" 1.36E-06"	1
"in"	5	4	" 1.36E-06"	1
"ku"	8	4	" 1.36E-06"	1
"na"	8	4	" 1.36E-06"	1
"e"	12	4	" 1.36E-06"	1
"e"	13	4	" 1.36E-06"	1
"i"	10	4	" 1.36E-06"	1
"go"	8	4	" 1.36E-06"	1
"ia"	8	4	" 1.36E-06"	1
